food_name, category1, category2,ingredients,contents
베이컨,메인반찬,굽기,[재료] 삼겹살 또는 오겹살 600g [양념] 소금 1+1/2큰술| 후추 적당량| 홍차티백(향신료로 대체가능) 2봉,"1. 오겹살이나 삼겹살을 준비해주세요. 너무 얇게 자르시면 금방 익어버리니까 구입하실 땐 사각으로 한 덩어리를 달라고 하시는게 좋습니다. 허브솔트나 피클만들때 쓰는 스파이스가 있다면 활용하시고 후추도 통후추를 갈아서 사용하는게 좋아요
2. 소금과 후추와 홍차티백을 를 고기에 듬뿍 발라 줍니다. 지저분해서 싫으시면 물1/3컵정도에 진하게 우려내어 식혀서 고기에 절여 주세요. 다시한번 말씀드리면 후추와 홍차 소금만 넣고 고기를 재워도 된답니다. 홍차가 좋은 향을 내주는 역활을 한답니다. 거기에 스파이스나 허브 월계수잎을 넣고 재워주면 더 향기가 좋은 베이컨을 만들 수 있답니다.
3. 위생장갑을 끼고 고기 전체에 양념을 잘 발라주고 비닐백(지퍼백)에 넣고압축하듯이 공기를 눌러 빼주고 냉장고 상단에서 이틀간 보관해 두세요.
4. 이틀이 지난 고기사진 입니다.
5. 쿠킹팬에 호일을 깔고 돼지비계가 아래로 가게 올려 놓고 구워줍니다. 오븐은 120도로 예열하고 90분으로 시간을 설정해 주세요. 오븐에 넣고 너무 빨리 구워 지는것 같으면 불을 100도로 내려서 구워 주세요. 커다란 덩어리로 만들면 그냥 120도로 계속 구워 주셔도 된답니다. 구운후 오븐에서 꺼내지 말고 오븐에 그대로 20분간 오븐에 넣어 두세요.
6. 키친타올에 올려서 기름도 제거하고 위에 묻은 양념도 대충 닦아 줍니다.
7. 호일에 김밥 말아 주듯이 꼭꼭 눌러가며 싸서 식혀주면 모양도 이쁘고 탄탄해서 썰기도 쉽답니다.
8. 기름이 많은 쪽이 훨씬더 색도 이쁘고 베이컨 다웠답니다. 보통 베이컨은 다시한번 구워 먹는데 요건 그냥 썰어서 바로 먹었어요."
김말이와 떡볶이,퓨전,끓이기,[김말이 튀김] 잡채 2줌| 김 3장| 밀가루 2줌 [떡볶이] 떡국떡 3줌| 어묵 2장| 대파 1뿌리 [튀김반죽] 튀김가루 1컵| 찬 맥주 1컵 [멸치 다시마 육수] 국물용 멸치 5마리| 다시마(10cm) 1장| 물 5컵 [양념장] 고추장 2큰술| 고춧가루 1큰술| 간장 0.5큰술| 다진마늘 0.5큰술| 물엿 1큰술| 설탕 0.5큰술| 참기름 0.3큰술| 깨소금 약간,"1. 먹고 남은 잡채를 준비해주세요. 잡채가 없으신 분들은 당면을 삶아서 후라이팬에 식용유를 살짝 두르고 갖은 채소를 볶다가 당면을 볶아주시면 됩니다. 아니면 그냥 당면만 삶아서 준비하셔도 됩니다. ( 살짝 소금간은 해주세요. )
2. 튀김가루(1컵)에 찬맥주(1컵)를 섞어서 튀김반죽을 만들고~ 찬맥주로 튀김반죽을 만들면 분식점 튀김처럼 초보분들도 쉽게 바삭바삭한 튀김을 만드실수 있답니다. 얼음물보다 더 바삭해요. 튀기면서 알콜은 다 날라가니 걱정하지 마시고 만들어보세요.
3. 김에 튀김반죽을 고루 펴 바르고~~ 잡채가 살짝 기름기가 돌아서 김에 튀김반죽을 펴 발라줘야 잘붙어요. 특히! 끝쪽으로 튀김반죽을 고루 발라주세요.
4. 특히! 끝쪽으로 튀김반죽을 고루 발라주세요. 돌돌 말때 김밥 말듯이 꾹꾹 눌러가면서 말아주셔야 헐렁헐렁하지 않아요.
5. 칼로 반으로 썰고
6. 김말이를 밀가루(2)에 굴려서 묻히고
7. 튀김반죽에 담가서 180℃ 기름온도에 하나씩 넣어 노릇하게 튀기고 마무리해주세요. 튀기고 키친타올에 기름기를 제거해주세요.
8. 떡국떡 3줌과 먹기좋게 썰은 어묵 2장, 대파 1뿌리를 준비하고 떡국떡말고 그냥 떡볶이떡 3줌을 준비하셔도 되요.
9. 고추장 2, 고춧가루 1, 간장 0.5, 다진마늘 0.5, 물엿 1, 설탕 0.5, 참기름 0.3, 깨소금 약간을 넣고 잘 섞어서 양념장을 만들어 주세요.
10. 물 5컵에 국물용 멸치 5마리, 다시마 10cm 1장을 넣어 끓으면 다시마는 건져내고 5분 더 끓인 뒤 멸치도 건져 멸치다시마육수를 만들고
11. 양념장을 멸치다시마육수에 풀고
12. 떡국떡과 어묵을 넣어 센불에서 5분간 끓이고~ 국물이 자작한게 좋으신분들은 5분정도만 끓이시구요. 좀 텁텁하면서 소스가 걸쭉한게 좋으신분들은 더 끓여주시면 되요.
13. 마지막으로 대파를 넣고 살짝 끓인 후 마무리해주세요."
쌈밥,밥/죽/떡,기타,[재료] 흰쌀밥 1공기| 통조림햄 작은것 1개| 꽃상추(또는 청상추) 10장 [양념] 쌈장 1큰술| 마요네즈 1큰술 [밥양념] 소금 1작은술| 참기름 2작은술| 통깨 약간,"1. 상추는 깨끗하게 씻어 물기를 제거한후 준비 하세요. 고슬고슬한 밥에 소금과 참기름 통깨를 넣고 버무려 한입 크기로 동글동글 뭉쳐 줍니다.
2. 마요네즈와 쌈장의 비율을 1:1로 섞어서 준비 합니다. 통조림햄은 적당한 크기로 썰어 노릇노릇 구워 줍니다.
3. 상추에 밥을 올리고 쌈장을 조금씩 발라주고 그위에 구운 햄을 올리면 완성. (밥에 간을 했기 때문에 쌈장은 적당히 올려 주세요.)
4. 간단하면서도 맛있는 쌈밥 도시락 완성. "
순두부찌개,찌개,끓이기,[재료] 순두부 1팩| 돼지고기 1줌| 양파 1/2개| 애호박 1/4개| 물 1컵| 달걀 1개| 청양고추 1개| 홍고추 1개| 대파 1/4뿌리 [양념장] 고춧가루 1큰술| 간장 2큰술| 다진 마늘 0.5큰술| 맛술 1큰술| 소금 약간| 후춧가루 약간,"1. 고춧가루(1), 간장(2), 다진마늘(0.5), 맛술(1), 소금(약간), 후춧가루(약간) 먼저 찌개용 돼지고기는 먹기좋게 썰어서 위 양념장재료를 넣어 버무려주세요. 순두부찌개에 해물을 넣는것도 맛있지만, 전 돼지고기를 넣는것도 참 감칠맛이 나면서 맛있드라구용. 고기 대신 해물을 준비하셔도 좋아용.
2. 양파는 네모나게 썰고, 애호박은 반달썰고, 대파, 청양고추, 붉은고추는 어슷썰고
3. 달걀(1개)와 물(1컵), 순두부(1팩)도 준비해주시구용.
4. 달군 뚝배기에 참기름(1)을 둘러 양념한 돼지고기를 볶고
5. 물(1컵)을 부어 센불에서 끓이고
6. 물이 끓으면 양파와 애호박, 청양고추, 붉은고추, 대파를 넣고 불을 줄여 3분간 더 끓이고
7. 순두부를 넣고 1분간 끓이고
8. 마지막으로 달걀(1개)를 깨넣어 끓인 후 소금으로 간해 마무리.
9. 보들보들 순두부찌개 완성. "
식혜,차/음료/술,끓이기,[재료] 엿기름 2컵| 물 7~10컵| 생강 1톨| 불린쌀 2컵| 물 2컵 [양념] 설탕 1컵~2컵,"1. 먼저 엿기름을 큰볼에 넣고 물을 가득 부어 1시간 정도 엿기름을 불려 줍니다. 불린 엿기름은 물기를 빼서 준비 하세요.
2. 불린 엿기름에 물을 한컵 부어 손으로 빨래 하듯 쥐어 짜며 엿기름물을 내줍니다.
3. 뽀얗게 우러나면 볼에 체를 받치고 엿기름을 걸러 엿기름물을 받아 냅니다. 3~4번의 과정을 7~10번 반복해 엿기름물을 모아 줍니다.
4. 엿기름물이 이렇게 모아지면 밑에 앙금(전분)이 가라 앉도록 한시간 가량 가만히 둡니다.
5. 앙금을 가라 앉히는 동안 밥을 지어 줍니다. 미리 불려둔 맵쌀이나 찹쌀에 물을 부어 아주 고슬고슬하게 밥을 지어 주세요.
6. 밥이 다 지어지면 미리 준비해둔 엿기름 물을 앙금만 걸러내고 지은밥에 부어 잘 섞어 줍니다.
7. 밥과 엿기름 물이 섞이면 밥통에 넣고 보온으로 3시간 정도 삭혀 줍니다.
8. 3시간후 열어 보았을때 이렇게 밥알이 동동 뜨면 잘 삭혀 진것이으로 보온을 멈추고 꺼내 줍니다.
9. 큰솥으로 식혜를 옮겨 생강과 설탕을 넣고 팔팔 끓을때 까지 끓여 주면 완성입니다. (설탕은 취향껏 가감 하시고. 끓이기전에 밥알은 따로 조금 덜어 찬물로 행궈서 생수를 부어 냉장보관 하세요.) 완전히 식혀서 차게 냉장보관 합니다.
10. 이게 따로 보관한 삭힌밥인데, 식혜를 내기전 한숟가락씩 넣어주면 밥알이 식혜에 이쁘게 동동뜹니다."
고구마야채튀김,디저트,튀김,[재료] 고구마 1개| 양파 1/2개| 당근 1/5개| 느타리버섯 1줌 [튀김반죽] 튀김가루 1컵| 달걀 1개| 찬맥주 1/2컵 [간장소스] 간장 2큰술| 고춧가루 0.3큰술| 참기름 약간| 통깨 약간,"1. 고구마는 깨끗이 씻어 껍질을 벗긴 후 채로 썰어 찬물에 10분간 담궈 전분기를 빼줍니다. 고구마 크기가 다 가지각색인지라 1개를 한다고 해도 많을수도 적을수도 있어용. 그러니 고구마는 채썰어서 크게 한줌정도면 된답니당.
2. 양파, 당근도 채썰고, 느타리버섯은 깨끗이 씻어 손으로 찢어주세요. 양파도~ 당근도 채썰어서 1줌이에요.
3. 튀김가루 1컵에 달걀 1개를 깨 넣고 찬맥주 1/2컵을 넣어 섞은 후 튀김반죽을 만들어줍니다. 저번에도 말했지만 찬맥주로 튀김을 만들면 얼음물보다 더 바삭바삭하답니당. 튀기면서 알콜은 다 날아가니 안심하시고 만드세용~
4. 모든재료들을 튀김반죽에 넣은 후 고루 섞어주세요.
5. 젓가락이나 넙적한 집개로 모양을 잡아줍니다. 집개가 없으신분들은 대충 젓가락으로 집어서 넣으셔도 되요.
6. 170℃ 기름온도에 넣어 노릇하게 튀주면 완성! 불세기는 중간불에서 튀기시면 되는데용~ 튀기다보면 살짝 노릇해질거에요~ 그럼 다 익은거랍니당. 불세기가 너무 쎄면 타니까 주의하세용~
7. 간장소스에 찍어서 드세요~"
파운드케이크,빵,굽기,[재료] 버터 180g 설탕 180g 달걀노른자 3개 달걀 3개 다크초콜릿 80g 박력분 200g 코코아파우더 30g 베이킹파우더 6g 우유 50g 아몬드슬라이스 40g 올리브유 소량,"1. 실온의 말랑말랑한 버터를 핸드믹서로 잘 풀어주신다음 설탕을 2~3번 나누어 넣으며 잘 섞어줍니다
2. 달걀노른자를 먼저 넣고 저어준다음 멍울푼 달걀을 2~3번 나누어 넣고 섞어주세요
3. 잘게다진 다크초콜릿을 중탕으로 녹인다음,
4. 반죽에 넣고 섞어줍니다. 이때 초콜릿온도가 40도 이상이 넘으면 반죽안에 있는 버터가 녹아버리므로 조금 식혀서 넣어주세요 :D
5. 체에친 가루류를 넣고 주걱으로 섞어주세요.
6. 낱가루가 보이지 않을때쯤 , 우유를 넣고 저어주다가
7. 아몬드슬라이스를 넣고 주걱으로 가볍게 섞어줍니다. 호두나 , 아몬드 등등 - 다른 견과류 넣으셔도 된답니다 ^ ^
8. 준비한 틀에 반죽을 붓고 양가장자리까지 반죽이 묻도록 주걱으로 끌어올려준다음, 올리브유를 소량묻혀 반죽의 반을 갈라줍니다. 180도로 예열된 오븐에 50분간 구워주심 끝 ^ ^"
부대찌개,찌개,끓이기,[재료] 소시지 150g 스팸 100g 돼지고기 100g 김치 3~4잎 양파 1/2개 당근 1토막 대파 2뿌리 통조림콩1캔 콩나물 1웅큼 두부 1/2모 어묵 조금 라면사리 1/2봉지 사골육수 2그릇  [양념장] 홍고추 2개 고추장 1큰술 고춧가루 1큰술 다진마늘 1큰술 참기름 1/2큰술 소금 조금 후추 조금,"1. 돼지고기 찌개용이 냉동실에 있어 자연 해동 시킨 후 넣었어요~이웃님들은 소고기있음 다져서 볼에 담아 다진마늘1/2작은술.참기름1작은술.후추가루 약간 넣어 조물조물 밑간한 후 넣으심 더 맛있어요~
2. 김장김치도 속을 털어내고 적당한 크기로 썰어 준비하세요. 신맛이 강한 김치라면 물에 살짝 헹군 후 고추가루 1작은술과 설탕 1/2작은술 넣어 조물조물 밑간 해서 넣으심 조리시 신맛이 약해집니다.
3. 양념장 만들기 고추가루 각 1큰술씩.다진마늘1큰술.참기름 1/2큰술.소금조금.후추가루 조금을 볼에 담은 후 양념장 재료에 홍고추는 반갈라 씨를 뺀 후 곱게 블랜더에 갈거나 곱게 다져 위에 양념이랑 골고루 섞어 준비합니다.
4. 통조림콩이랑 사골육수 준비하시구요~사골육수 없으심 다시멸치에 마른새우와 무 한토막 넣어 뭉근히 끓여 면보에 건더기 걸른 후 멸치육수 넣으셔두 국물이 시원해요~
5. 소시지는 떡국 썰듯이 어슷하게 썰어주세요~ 후랑크소세지 넣으셔두 좋아요~
6. 스팸은 0.5cm두께로 납작하게 썰어 주세요~ 김치가 들어가 기름진 재료에 맛을 잡아주기 때문에 부대찌개에 들어가는 소시지와 햄.스팸등은 따로 데쳐 넣지 않아도 되요~
7. 두부도 물기를 제거 하고 납작하게 썰거나 깍둑썰기 해서 준비합니다. 전골용 어묵이 냉동실에 있어 제가 또 어묵을 좋아라 하고 해서 해동해서 먹기 좋은 크기로 썰어 준비했어요.. 이웃님들은 없으심 안 넣으셔두 되요~^^
8. 당근은 0.5cm두께 크기 로 준비해 둥글게 썰어 준 다음 반 으로 썰어 길쭉한 반달썰기로 준비합니다. 콩나물 손질 한 후 찬물에 흔들어 씻어 물기를 빼고 준비합니다. 대파-어슷썰기로 준비합니다. 양파-굵직하게 채썰어 준비합니다.
9. 재료가 준비 되면 깊고 넓은 전골 냄비에 돌려가며 햄.소시지.스팸.통조림콩.김치.당근.어묵.야채류 등을 골고루 가지런히 담아준 후 중간에 고기와 두부를 올리고 사골육수(멸치육수)를 부은 다음 양념을 듬뿍 올려 센불에서 한소끔 끓여줍니다. 한소끔 끓은 후 중간에 라면사리 나 우동.당면 을 올려 중불에서 조금 더 졸여 드세요~ 기호에 따라 치즈 좋아하시면 치즈두 넣으세요~"
식빵,빵,굽기,[재료] 강력분 250g| 계란 25g [양념] 우유 135g| 연유 17g| 설탕 20g| 인스턴트이스트 3g| 버터 30g| 소금 1t,"1. 저는 제빵기로 반죽했습니다.반죽기에 계란, 우유, 연유, 설탕, 꿀넣고-체친밀가루-이스트순으로 넣은뒤어느정도 섞인 다음, 소금하고 버터 넣어 반죽해 주세요. 15분 정도 볼에 옮겨 담아 28정도의 온도에서 마르지 않게 덮은뒤,2배가 되도록 1차발효해 줍니다. (50분~1시간정도)저는 오븐발효35도로 맞추고 발효했습니다.{사진에서와 같이 밀가루 묻힌 손가락으로 찔러 보아서 그상태를 유지하면 됩니다.}벤치타임 반죽을 지긋이 눌러 가스 빼주고 둥글린 다음,3개로 분할한뒤,마르지 않게 덮어서 15분~20분정도 휴지해 줍니다.
2. 반죽을 밀대로 밀어서 위,아래로 접은 다음 다시 세로로 돌려서 아래부터 돌돌말아줍니다.풀어지지 않게 잘 봉해주세요.
3. 팬에 제일 먼저만것을 가운데에 담고 양쪽에 담은 뒤에30~38도 정도의 온도에서 30~40분정도 2차 발효해 줍니다. 굽기취향에 따라서 위에 계란물 발라준뒤 180도의 오븐에 넣어 25~30분 정도 구워냅니다.오븐마다 다르니 온도와 시간은 조정해 주세요."
카스테라,빵,굽기,[재료] 박력분 135g| 계란노른자 120g(7~8개)| 계란 220g(4개 정도)| 오일 10g| 럼주 20g [양념] 설탕 195g| 꿀 15g| 물엿 10g| 생크림 30g| 버터 40g| 소금 1/4t| 바닐라설탕12g,"1. 달걀 노른자와 달걀을 믹서로 멍울 없이 잘 풀어주세요. 설탕(바닐라), 물엿, 꿀, 소금을 넣고 고속으로 저어줍니다. 밑에 따뜻한 물을 받치고(중탕, 40도정도)하시면 거품이 더 잘 올라옵니다.엷은 미색이 될때까지 저어 주세요. 믹서기에 따라서 다르겠지만 10~13분정도 소요됩니다.
2. 반죽 한국자 정도를 (버터+생크림+오일)에 넣어 잘 섞어줍니다. 유지를 반죽에 그대로 넣고 섞으면 애써 만든 거품이 가라앉을수 있기 때문에 이렇게 따로 잘 섞어주셔야 합니다.
3. 본반죽에 반죽을 넣어 섞어주세요. 틀에 될수 있으면 높은곳에서 떨어 뜨려 주듯이 반죽을 담고, 두어번 살살 내리쳐서 공기를 빼준뒤 180도의 오븐에 넣어서 10~15분 150~160도로 온도를 낮추어서 30~35분정도 구워냅니다. 오븐마다 다르니 조정해 주세요. 한김 나간 다음, 랩으로 잘 감싸거나 밀폐용기에 넣어서 하루이상 보관했다가 드시면 더 맛있습니다."
닭개장,국/탕,끓이기,[재료] 닭| 단배추| 토란대| 고사리| 숙주나물 [양념] 고춧가루| 국간장| 소금 약간| 후춧가루 약간,"1. 제일 먼저 생닭을 손질해서 기름기 많은 부분은 제거하고 찬 물에 담가 푹 익히기 시작합니다. 처음엔 센 불에 끓기 시작하면 약한 불에서 뭉근히 40~50분 정도 끓여주면 푹 잘 익어요~~ 나중에 양념할거니까 다른 향신재료를 넣지 않고 그냥 삶아도 괜찮답니다.
2. 닭이 익어가는동안 닭개장에 들어갈 야채들을 데쳐야겠지요. 이 야채들이 풍성히 많이 들어가야 국물이 시원하고 달달하고 맛있습니당~저는 단배추, 토란대, 고사리, 숙주나물 이렇게 넣고 끓여요. 아래 콩나물은 아침에 무치려고 데친건데 사진이 같이 찍혔네요.
3. 가장 먼저 커다란 남비에 물을 많이 붓고.. 팔팔 끓이다가 숙주 → 단배추 → 토란대 →고사리 순으로 데칩니다.이렇게 한꺼번에 옅은 색깔부터 데치기 시작하면 물 한번만 끓여서모두 데쳐내니 에너지가 절약되거든요. 토란대나 고사리도 한번 데쳐주어야 약간의 독이 빠져나와 건강에 좋답니다. 데친 야채는 물기를 꼭 짜고 먹기 좋은 크기로 대충 썰어놓아요.
4. 끓고 있던 닭이 다 익으면 꺼내놓아 한 김 식으면 뼈를 발라내고 살을 결대로 찢어놓아요.살을 발라낸 닭뼈에 물을 살짝 붓고 뼈를 한번 헹구어 그 국물을 닭개장 냄비에 넣으세용. 국물이 더 맛있으라고요. 닭국물에 야채를 넣고 뭉근하게 오래오래 끓인 후에 닭살은 마지막에 넣어 살짝 끓여줍니다. 닭살을 넣고 야채와 함께 오래오래 끓이면 닭살이 흐물흐물~~ 무슨 실처럼 씹히는 맛이 없어서 별로에요. 완전 죽처럼 된다지요? 쫄깃하게 씹히는 맛을 위해 맨 마지막에 넣어주세요.
5. 팬에 분량의 식용유를 두르고 약한 불에서 고춧가루를 볶아 간단히 약식으로 고추기름을 만든 후에 닭을 삶아낸 국물 위에 둥둥 떠다니는 기름을 국자로 건져내고 이곳에 고추기름과 데친 야채를 넣어센 불에서 확~ 끓이다가 끓기 시작하면 아주 약한 불로 줄여 적어도 3시간 이상 뭉근하게 끓여주세요. 그래야 야채에서 맛난 국물도 우러나오고요. 야채가 부들부들 맛있어요. 요래오래 끓여야 깊은 맛이 나요~! 간은 국간장과 소금으로 하고요. 고춧가루도 입맛에 맞게 가감하시면 된답니다. 간은 언제나 처음에는 슴슴하게 해야 오래 끓이면서 국물이 짜지는걸 예방할 수 있답니다. 마지막 완성될때까지 국물간은 항상 조심스럽게 맞추도록 하세용. 짜지면 대책이 없어용. 짜다고 물을 더 넣으면 진한 국물맛이 희석되어서 맛이 떨어진답니당.
6. 야채가 부드럽게 다 익었으면.. 찢어놓은 닭살 넣고~~ 대파 숭숭 넣고 마지막에 후춧가루를 솔솔 뿌리면 끝. 위에 둥둥 뜨는 기름이 너무 많으면 역시 국자로 퍼내면 됩니당~~
7. 드뎌..시원한 닭개장이 완성되었네요. 토란대는 꼭 들어가야 맛이 제대로 나는것 같아요. 닭개장을 끓일때 닭껍질을 모두 홀라당 벗겨버리면 맛이 떨어져요. 기름기 많은 부분만 제거해주세요."
초코바,디저트,기타,[재료] 아몬드슬라이스| 쌀크로칸트| 헤즐넛| 생크림 [양념] 밀크 초콜릿200g,"1. 모아둔 쵸콜릿을 녹여 아몬드슬라이스와 쌀크로칸트, 헤즐넛을 넣고 반죽이 너무 뻑뻑하면 생크림이나 우유를 조금씩 넣어가며 질기를 조절학사각 무스틀에 랩을 깔고 한 김 식힌 쵸코반죽을 부어 냉장실에서 2~3시간 굳혀줍니다.
2. 충분히 굳은 쵸코반죽 요건 굳었어도 .. 말랑말랑해서 금방 녹지요. 적당한 크기로 잘라 밀크쵸콜릿 200g을 템퍼링해서 쵸코바에 코팅시켜주면 됩니다. 밀크쵸콜릿의 템퍼링온도는 43도~45도까지 올렸다가, 26도까지 내린 후 다시 31도까지 올려주면 되어요. 온도계만 있으면 이 과정은 그리 어렵지 않아요. 저는 길다란 수은막대온도계를 이용하는데요. 나름 편하더라구요.
3. 코팅지 위에서 굳히고 있는 쵸코바 멋을 내려고 쵸코바 윗면을 살살 긁어주었지요. 냉장실에서 1시간 정도 굳히면 금방 굳어요."
떡볶이,밥/죽/떡,볶음,[재료] 떡볶이떡 350g 사각어묵 4장 양파 1/4개 대파 약간 깻잎 약간 양배추 약간 멸치육수 (or 물) 완숙바나나 단호박퓨레(옵션)1큰술  [양념] 고춧가루 2~3T 간장 2T 설탕 2T 다진마늘 1t 오일 약간,"1. 팬에 기름을 약간(1/2T)두르고 다진마늘과 양파를 넣어 살짝 볶아줍니다.
2. 설탕,떡, 어묵을 넣고 재료가 잠길정도의 육수를 붓고,고춧가루를 풀어줍니다.
3. 끓어 오르면 간장을 넣어 주세요. (고추장 넣으실때는 간이 더 세기 때문에 조절해서 넣어주세요.)
4. 대파와 양배추넣고 약불에서 뭉근~히 끓여줍니다. 떡볶이는 걸쭉하게 끓여야 제맛이죠~!^^ 팬에 눌어 붙지 않도록 중간중간 저어가면서 끓여주세요. 마지막으로 간보시고 소금하고 설탕 가감해 줍니다.
5. 바나나나호박퓨레가 혹시 있다면 한두큰술정도 넣어주세요. 설탕의 단맛과는 다른 맛있는 감칠맛이 납니다.^^"
퍼지브라우니,빵,굽기,[재료] 중력분 105g| 계란 2개| 베이킹파우더 1/4t [양념] 다크초콜릿(56%) 200g| 무가당코코아가루 2T| 버터 90g| 유기농설탕 150g| 바닐라익스트랙 1/2T| 소금 1/4t,"1. 초콜릿, 버터, 코코아가루는 볼에 담아 중탕으로 녹여주세요.
2. 계란을 살짝 풀어준 뒤, 설탕을 넣고 녹을 정도로 2분정도 믹싱합니다.
3. 계란에 중탕한 초콜릿+버터+코코아가루를 넣어 섞어주세요.
4. 체친가루를 넣어 주걱을 바깥에서 안쪽으로 퍼올리듯이 섞어줍니다. 종이 호일을 깐 틀에 반죽을 붓고 160~170도로 예열된 오븐에 넣어 30~35분 정도 구워냅니다. 100% 완벽하게 익혀내시면 안되구요. 꼬치로 찔러봤을때 약간 묻어나는 정도면 꺼내셔야 합니다. 완전히 다 익혀내시면 굳은뒤에 쫀득한맛이 덜하고 퍽퍽해요.
5. 4~5시간뒤에 완전히 식혀서 썰어내면 쫀득쫀득 브라우니 탄생. 살짝 한김 나간뒤에 냉장고에 넣어 2시간정도 굳힌뒤 썰어내셔도 됩니다."
마늘바게트,과자,굽기,[재료] 바게트빵 2개 [양념] 버터 75g| 다진마늘 20g| 연유 25g| 마요네즈 25g| 설탕 1/2T~1T| 파슬리가루 약간| 파르메산치즈가루 약간,"1. 실온상태의 부드러운 버터에 치즈를 제외한 나머지 재료를 넣어 잘섞어서 마늘소스를 만들어줍니다.
2. 바게트빵위에 고루 펴발라주세요. 위에 가루치즈를 아주 약간만 뿌려줍니다. 치즈에 간이 있어서 많이 뿌리면 짜질수가 있기 때문에 조금만 뿌립니다.
3. 바삭해질때까지 오븐에 구워줍니다."
모카빵,빵,굽기,[재료] 강력분 250g| 계란(50g) 1개| 버터 30g| 설탕 35g| 우유 70g| 인스턴트이스트 3~5g| 소금 1t| 뜨거운물 2T| 커피 1T| 깔루아 1T| 건포도 35g| 호두 약간 [비스킷(쿠키반죽)] 박력분 100g| 버터35g| 설탕 45g| 계란 20g | 우유 1/2T| 베이킹파우더 1/4t| 베이킹소다 1/4t| 모카에센스(extract) 1t,"1. 커피에 뜨거운 물을 부어 녹여 준비합니다. 저는 제빵기에 반죽하기 때문에 반죽기에 넣어 녹였어요. 계란, 우유, 설탕넣고 체친밀가루넣고 이스트 올려서 반죽하다가 어느정도 섞이면,소금과 버터를 넣어 반죽합니다.반죽이 거의 끝나갈 무렵 건포도 와 호두 넣어주세요.(반죽시간 총 15~20분) 볼에 옮겨담아서 28도의 온도에서 2배가량 부풀도록 1시간정도 1차발효합니다
2. 발효되는 동안에 비스킷을 만듭니다. 실온의 버터를 부드럽게 풀어준뒤,설탕을 두번에 나눠 넣으면서 크림화해줍니다. 계란을 조금씩 넣고 섞다가 우유 넣어주세요.
3. 체친가루류를 넣고 대충 뭉쳐질 정도로만 섞어서 비닐로 잘 감싼뒤 냉장고에 넣어둡니다.(오래 치대거나 섞지마세요~)
4. 빵반죽은 밀가루 묻힌 손가락으로 찔러보아서 그형태가 그대로 유지되거나 잡아당겨보아 거미줄처럼 늘어나면 잘 발효된 상태입니다. 살짝 눌러 가스빼고 둥글려서 2~3개로 반죽을 나눈뒤 15분정도 중간발효합니다.
5. 반죽을 밀대로 밀어서 위양쪽 접고,아래로 돌돌말아서 잘 봉해주세요. 위 양쪽 접지 않고, 그냥 돌돌 말아주셔도 됩니다. 봉해준 부분이 밑으로 가게끔 팬에 올려줍니다.
6. 냉장고에서 쿠키반죽을 꺼내서 비닐째로 밀대로 밀어주세요. (두께는 약0.5cm정도) 빵반죽위에 우유나 물을 약간 바른뒤, 쿠키반죽을 얹어줍니다. 이때 비스킷이 반죽밑까지 전부 덮을 필요는 없습니다. 마르지 않게 잘 덮어서 30~40분정도 2차발효합니다. 180도로 예열된 오븐에 넣어 20~25분내외로 구워줍니다."
삼색상투과자,과자,굽기,[재료] 백앙금 1000그램| 아몬드가루 100그램| 노른자 3개| 생크림 50ml| 물엿 50그램| 녹차가루 1큰술| 백년초 가루 1큰술| 단호박가루 1큰술,"1. 먼저 백앙금을 주걱으로 잘 풀어 준다음 체에 친 아몬드가루와 노른자를 넣고 잘 섞어 주세요. 여기에 생크림과 물엿을 넣고 잘 섞어 줍니다. 너무 뻑뻑하면 생크림을 한큰술씩 넣으며 농도를 맞춰 주세요.
2. 잘 섞인 앙금을 4등분 하여 3군데에 각각의 천연가루를 넣고 섞어 줍니다. (흰앙금까지 총 4색을 만들어 주시는 거예요 )
3. 사진과 같이 깍지를 끼운 짤주머니에 흰앙금 한큰술, 색깔 앙금 한큰술씩 번갈아 가며 넣고 공기가 들어가지 않게 입구를 고정시켜 주세요.
4. 쿠킹페이퍼에 원하는 모양으로 짜준후 170도로 예열된 오븐에 10분 정도 구워 줍니다.
5. 다 구워진 상투과자는 조심스레 떼어내 식힘망에 식혀주면 완성.
6. 알록달록 삼색 마블 상투과자 완성"
